"id";"photo";"web_name";"team_code";"status";"code";"first_name";"second_name";"squad_number";"news";"now_cost";"chance_of_playing_this_round";"chance_of_playing_next_round";"value_form";"value_season";"cost_change_start";"cost_change_event";"cost_change_start_fall";"cost_change_event_fall";"in_dreamteam";"dreamteam_count";"selected_by_percent";"form";"transfers_out";"transfers_in";"transfers_out_event";"transfers_in_event";"loans_in";"loans_out";"loaned_in";"loaned_out";"total_points";"event_points";"points_per_game";"ep_this";"ep_next";"special";"minutes";"goals_scored";"assists";"clean_sheets";"goals_conceded";"penalties_saved";"penalties_missed";"yellow_cards";"red_cards";"saves";"bonus";"own_goals";"element_type";"team";"dato";"navn";"posisjon";"team_navn"
21;"224095.jpg";"Solnørdal";2745;"a";224095;"Emil";"Solnørdal";36;"";42;NA;NA;"0.0";"0.0";-3;0;3;0;FALSE;0;0,2;"0.0";61;12;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;2;0;0;0;0;0;0;1;0;0;0;0;3;1;2017-11-16;"Emil Solnørdal";"Midtbane";"AAFK"
22;"61965.jpg";"Mos";2745;"a";61965;"Mostafa";"Abdellaoue";30;"";86;NA;NA;"0.5";"14.8";1;0;-1;0;FALSE;4;14,3;"4.3";15626;17237;135;70;0;0;0;0;127;10;"4.5";"4.0";"4.0";FALSE;2330;13;3;3;43;0;0;2;0;0;14;0;4;1;2017-11-16;"Mostafa Abdellaoue";"Angrep";"AAFK"
23;"219005.jpg";"Andreassen";2745;"a";219005;"Sebastian";"Andreassen";31;"";46;NA;NA;"0.0";"0.0";-4;0;4;0;FALSE;0;0,2;"0.0";97;16;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;1;2017-11-16;"Sebastian Andreassen";"Angrep";"AAFK"
24;"173531.jpg";"Berisha";2745;"a";173531;"Valmir";"Berisha";9;"";54;NA;NA;"0.2";"4.6";-6;0;6;0;FALSE;0;1,7;"1.0";1598;208;1;0;0;0;0;0;25;1;"1.1";"1.0";"1.0";FALSE;417;0;1;0;7;0;0;1;0;0;0;0;4;1;2017-11-16;"Valmir Berisha";"Angrep";"AAFK"
25;"88460.jpg";"Horwath";303;"i";88460;"Alex";"Horwath";1;"Håndskade - Ute resten av sesongen";46;NA;NA;"0.0";"2.6";-4;0;4;0;FALSE;1;0,8;"0.0";684;410;2;0;0;0;0;0;12;0;"3.0";"0.0";"0.0";FALSE;360;0;0;1;6;0;0;0;0;11;0;0;1;2;2017-11-16;"Alex Horwath";"Keeper";"BRA"
26;"95516.jpg";"Leciejewski";303;"a";95516;"Piotr";"Leciejewski";24;"";52;NA;NA;"0.5";"17.5";-3;0;3;0;FALSE;1;17,9;"2.7";7794;4123;34;23;0;0;0;0;91;6;"3.8";"3.0";"3.0";FALSE;2160;0;0;8;26;0;0;1;0;67;6;0;1;2;2017-11-16;"Piotr Leciejewski";"Keeper";"BRA"
27;"224198.jpg";"Pettersen";303;"a";224198;"Markus";"Pettersen";12;"";42;NA;NA;"0.0";"0.0";-3;0;3;0;FALSE;0;0,2;"0.0";75;17;0;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2017-11-16;"Markus Pettersen";"Keeper";"BRA"
28;"56578.jpg";"Wormgoor";303;"a";56578;"Vito";"Wormgoor";3;"";57;NA;NA;"0.6";"18.6";2;0;-2;0;FALSE;3;10,3;"3.7";4703;5996;40;94;0;0;0;0;106;1;"4.2";"4.0";"4.0";FALSE;2181;2;2;8;26;0;0;2;0;0;17;0;2;2;2017-11-16;"Vito Wormgoor";"Forsvar";"BRA"
29;"61968.jpg";"Nouri";303;"a";61968;"Amin";"Nouri";33;"";55;NA;NA;"0.7";"16.9";0;0;0;0;FALSE;2;9,4;"3.7";6674;8376;37;18;0;0;0;0;93;6;"3.7";"4.0";"4.0";FALSE;2139;1;5;7;29;0;0;1;0;0;6;0;2;2;2017-11-16;"Amin Nouri";"Forsvar";"BRA"
30;"106319.jpg";"Grønner";303;"a";106319;"Jonas";"Grønner";5;"";44;NA;NA;"0.6";"4.8";-6;0;6;0;FALSE;0;3,4;"2.7";2813;164;1;0;0;0;0;0;21;7;"2.3";"3.0";"3.0";FALSE;614;2;0;0;13;0;0;2;0;0;0;0;2;2;2017-11-16;"Jonas Grønner";"Forsvar";"BRA"
31;"111851.jpg";"Kristiansen";303;"a";111851;"Ruben";"Kristiansen";21;"";55;NA;NA;"0.4";"16.7";0;0;0;0;FALSE;1;4,2;"2.3";2852;2357;4;5;0;0;0;0;92;6;"3.5";"2.0";"2.0";FALSE;2315;1;1;9;26;0;0;1;0;0;3;0;2;2;2017-11-16;"Ruben Kristiansen";"Forsvar";"BRA"
32;"114686.jpg";"Hatakka";303;"u";114686;"Dani";"Hatakka";26;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,3;"0.0";264;1;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2017-11-16;"Dani Hatakka";"Forsvar";"BRA"
33;"116607.jpg";"Ròlantsson";303;"a";116607;"Gilli";"Sørensen";17;"";70;NA;NA;"0.0";"16.3";10;-1;-10;1;TRUE;5;31,4;"0.3";10315;26175;468;53;0;0;0;0;116;0;"4.8";"0.0";"0.0";FALSE;1922;4;4;9;21;0;0;0;0;0;5;0;2;2;2017-11-16;"Gilli Sørensen";"Forsvar";"BRA"
34;"156592.jpg";"Acosta";303;"a";156592;"Bismar";"Acosta";15;"";58;NA;NA;"0.5";"14.0";-2;0;2;0;FALSE;1;8,2;"2.7";3818;938;1;10;0;0;0;0;81;7;"3.2";"3.0";"3.0";FALSE;2219;1;1;8;22;0;0;5;0;0;2;0;2;2;2017-11-16;"Bismar Acosta";"Forsvar";"BRA"
35;"18668.jpg";"Braaten";303;"a";18668;"Daniel";"Braaten";25;"";68;NA;NA;"0.0";"10.0";3;0;-3;0;FALSE;3;7,8;"0.3";14869;15298;19;0;0;0;0;0;68;0;"4.5";"0.0";"0.0";FALSE;1143;3;4;3;14;0;0;4;0;0;16;0;3;2;2017-11-16;"Daniel Braaten";"Midtbane";"BRA"
36;"62025.jpg";"Larsen";303;"s";62025;"Peter Orry";"Larsen";7;"Suspendert - Tilbake 26. november";71;NA;NA;"0.1";"4.2";-4;0;4;0;FALSE;0;1,2;"1.0";710;40;2;0;0;0;0;0;30;2;"1.9";"1.0";"1.0";FALSE;464;2;0;2;6;0;0;1;0;0;0;0;3;2;2017-11-16;"Peter Orry Larsen";"Midtbane";"BRA"
37;"95525.jpg";"Haugen";303;"a";95525;"Fredrik";"Haugen";8;"";103;NA;NA;"0.4";"13.5";13;0;-13;0;TRUE;3;24,5;"3.7";10820;21366;119;72;0;0;0;0;139;8;"5.1";"4.0";"4.0";FALSE;2397;5;10;11;29;0;0;2;0;0;21;0;3;2;2017-11-16;"Fredrik Haugen";"Midtbane";"BRA"
38;"95528.jpg";"Barmen";303;"a";95528;"Kristoffer";"Barmen";29;"";68;NA;NA;"0.5";"15.0";3;0;-3;0;FALSE;2;8,8;"3.7";7243;9368;81;28;0;0;0;0;102;1;"4.3";"4.0";"4.0";FALSE;1898;8;2;8;20;0;0;5;0;0;7;0;3;2;2017-11-16;"Kristoffer Barmen";"Midtbane";"BRA"
39;"102678.jpg";"Vega";303;"a";102678;"Deyver";"Vega";19;"";65;NA;NA;"1.0";"10.0";-5;0;5;0;FALSE;2;3,1;"6.3";2385;1287;12;29;0;0;0;0;65;11;"3.8";"6.0";"6.0";FALSE;1020;5;1;4;15;0;0;2;0;0;8;0;3;2;2017-11-16;"Deyver Vega";"Midtbane";"BRA"
40;"115102.jpg";"Skaanes";303;"a";115102;"Kasper";"Skaanes";9;"";50;NA;NA;"0.2";"7.4";-5;0;5;0;FALSE;0;0,9;"1.0";705;158;6;1;0;0;0;0;37;0;"2.2";"1.0";"1.0";FALSE;938;1;1;4;15;0;0;1;0;0;0;0;3;2;2017-11-16;"Kasper Skaanes";"Midtbane";"BRA"
41;"126317.jpg";"Heltne Nilsen";303;"a";126317;"Sivert";"Heltne Nilsen";23;"";53;NA;NA;"0.6";"12.6";-2;0;2;0;FALSE;0;3;"3.3";2091;1200;6;0;0;0;0;0;67;5;"2.6";"3.0";"3.0";FALSE;2332;1;2;8;30;0;0;5;1;0;4;0;3;2;2017-11-16;"Sivert Heltne Nilsen";"Midtbane";"BRA"
42;"223091.jpg";"Stenevik";303;"u";223091;"Halldor";"Stenevik";20;"Utlånt til Nest-Sotra";42;0;0;"0.0";"0.0";-3;0;3;0;FALSE;0;0,7;"0.0";445;41;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2017-11-16;"Halldor Stenevik";"Midtbane";"BRA"
43;"14575.jpg";"Karadas";303;"a";14575;"Azar";"Karadas";18;"";55;NA;NA;"0.1";"3.5";-5;0;5;0;FALSE;0;0,7;"0.7";586;71;2;0;0;0;0;0;19;1;"1.1";"1.0";"1.0";FALSE;236;0;0;0;10;0;0;2;0;0;2;0;4;2;2017-11-16;"Azar Karadas";"Angrep";"BRA"
44;"66534.jpg";"Orlov";303;"i";66534;"Jakob";"Orlov";10;"Kneskade - Ute på ubestemt tid";71;NA;NA;"0.0";"10.1";-4;0;4;0;FALSE;1;4,6;"0.0";6768;6414;31;0;0;0;0;0;72;0;"3.4";"0.0";"0.0";FALSE;1163;5;4;7;11;0;0;0;0;0;7;0;4;2;2017-11-16;"Jakob Orlov";"Angrep";"BRA"
45;"221232.jpg";"Skålevik";303;"u";221232;"Steffen";"Skålevik";11;"Utlånt";65;0;0;"0.0";"1.4";-5;0;5;0;FALSE;0;0,5;"0.0";569;40;0;0;0;0;0;0;9;0;"1.1";"0.0";"0.0";FALSE;168;0;0;0;3;0;0;0;0;0;0;0;4;2;2017-11-16;"Steffen Skålevik";"Angrep";"BRA"
46;"62015.jpg";"Børven";303;"a";62015;"Torgeir";"Børven";22;"";84;NA;NA;"0.3";"6.5";-6;0;6;0;FALSE;1;4,1;"2.7";4957;2584;17;5;0;0;0;0;55;1;"2.6";"3.0";"3.0";FALSE;1104;3;3;5;15;0;0;1;0;0;4;0;4;2;2017-11-16;"Torgeir Børven";"Angrep";"BRA"
47;"108130.jpg";"Sandvik";3376;"a";108130;"Helge";"Sandvik";12;"";42;NA;NA;"0.0";"0.0";-3;0;3;0;FALSE;0;0,3;"0.0";118;34;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2017-11-16;"Helge Sandvik";"Keeper";"FKH"
48;"124132.jpg";"Bråtveit";3376;"a";124132;"Per Kristian";"Bråtveit";1;"";57;NA;NA;"0.3";"21.4";7;0;-7;0;TRUE;3;13,8;"1.7";1621;8980;58;105;0;0;0;0;122;1;"4.4";"2.0";"2.0";FALSE;2520;0;0;12;34;1;0;0;0;75;8;0;1;3;2017-11-16;"Per Kristian Bråtveit";"Keeper";"FKH"
49;"209224.jpg";"Børreson Fossdal";3376;"a";209224;"Herman";"Børreson Fossdal";24;"";39;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;0,9;"0.0";160;165;3;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2017-11-16;"Herman Børreson Fossdal";"Keeper";"FKH"
50;"63878.jpg";"Skjerve";3376;"a";63878;"Vegard";"Skjerve";18;"";53;NA;NA;"0.4";"20.6";3;0;-3;0;FALSE;3;9,1;"2.3";1825;6158;85;70;0;0;0;0;109;1;"4.0";"2.0";"2.0";FALSE;2430;2;2;12;32;0;0;3;0;0;4;1;2;3;2017-11-16;"Vegard Skjerve";"Forsvar";"FKH"
51;"81786.jpg";"Andreassen";3376;"a";81786;"Tor Arne";"Andreassen";11;"";48;NA;NA;"0.6";"15.0";-2;0;2;0;FALSE;2;0,7;"3.0";307;249;2;1;0;0;0;0;72;0;"3.4";"3.0";"3.0";FALSE;1371;3;1;6;18;0;0;2;0;0;0;0;2;3;2017-11-16;"Tor Arne Andreassen";"Forsvar";"FKH"
52;"179304.jpg";"Stølås";3376;"a";179304;"Alexander";"Stølås";22;"";61;NA;NA;"0.3";"18.5";6;0;-6;0;FALSE;3;15,9;"2.0";3324;11014;157;67;0;0;0;0;113;1;"4.0";"2.0";"2.0";FALSE;2520;1;3;12;34;0;1;2;0;0;9;0;2;3;2017-11-16;"Alexander Stølås";"Forsvar";"FKH"
53;"224083.jpg";"Izuchukwu";3376;"a";224083;"Anthony";"Izuchukwu";15;"";43;NA;NA;"0.0";"0.0";-2;0;2;0;FALSE;0;0,3;"0.0";346;8;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2017-11-16;"Anthony Izuchukwu";"Forsvar";"FKH"
54;"245578.jpg";"Knudsen";3376;"a";245578;"Fredrik";"Knudsen";4;"";53;NA;NA;"0.2";"18.5";3;0;-3;0;FALSE;2;3,3;"1.3";1449;3003;47;5;0;0;0;0;98;1;"3.9";"1.0";"1.0";FALSE;2235;0;1;12;27;0;0;4;0;0;10;0;2;3;2017-11-16;"Fredrik Knudsen";"Forsvar";"FKH"
55;"48513.jpg";"Huseklepp";3376;"u";48513;"Erik";"Huseklepp";10;"Utlånt til Åsane";80;0;0;"0.0";"5.6";-5;0;5;0;FALSE;0;5;"0.0";4837;1131;6;0;0;0;0;0;45;0;"3.0";"0.0";"0.0";FALSE;953;1;3;4;14;0;0;0;0;0;2;0;3;3;2017-11-16;"Erik Huseklepp";"Midtbane";"FKH"
56;"67242.jpg";"Kiss";3376;"u";67242;"Filip";"Kiss";6;"Solgt";78;0;0;"0.0";"6.4";-2;0;2;0;FALSE;1;1;"0.0";1175;309;0;0;0;0;0;0;50;0;"3.6";"0.0";"0.0";FALSE;1260;2;2;9;14;0;1;6;0;0;5;0;3;3;2017-11-16;"Filip Kiss";"Midtbane";"FKH"
57;"81788.jpg";"Mæland";3376;"a";81788;"Eirik";"Mæland";13;"";47;NA;NA;"0.0";"1.7";-3;0;3;0;FALSE;0;0,4;"0.0";342;49;0;0;0;0;0;0;8;0;"2.7";"0.0";"0.0";FALSE;260;0;0;1;6;0;0;0;0;0;1;0;3;3;2017-11-16;"Eirik Mæland";"Midtbane";"FKH"
58;"118808.jpg";"Hajradinovic";3376;"u";118808;"Haris";"Hajradinovic";23;"Solgt til NK Osijek";73;0;0;"0.0";"6.3";-2;0;2;0;FALSE;1;2,1;"0.0";2213;919;4;0;0;0;0;0;46;0;"3.3";"0.0";"0.0";FALSE;1100;2;1;5;15;0;0;2;0;0;4;0;3;3;2017-11-16;"Haris Hajradinovic";"Midtbane";"FKH"
59;"156595.jpg";"Tronstad";3376;"a";156595;"Sondre";"Tronstad";8;"";47;NA;NA;"0.6";"12.6";-3;0;3;0;FALSE;0;1;"2.7";699;573;6;2;0;0;0;0;59;5;"2.2";"3.0";"3.0";FALSE;2095;0;1;9;30;0;0;2;0;0;0;0;3;3;2017-11-16;"Sondre Tronstad";"Midtbane";"FKH"
60;"208396.jpg";"Kling";3376;"a";208396;"Robert";"Kling";29;"";41;NA;NA;"0.0";"0.0";-4;0;4;0;FALSE;0;0,6;"0.0";286;83;2;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-11-16;"Robert Kling";"Midtbane";"FKH"
61;"226887.jpg";"Horneland";3376;"u";226887;"Thomas";"Horneland";30;"Solgt";42;0;0;"0.0";"0.0";-3;0;3;0;FALSE;0;0,3;"0.0";133;25;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-11-16;"Thomas Horneland";"Midtbane";"FKH"
62;"232031.jpg";"Gunnarshaug";3376;"a";232031;"Kristoff";"Gunnarshaug";31;"";42;NA;NA;"0.0";"0.0";-3;0;3;0;FALSE;0;0,2;"0.0";96;15;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-11-16;"Kristoff Gunnarshaug";"Midtbane";"FKH"
63;"53370.jpg";"Abdi";3376;"a";53370;"Liban";"Abdi";7;"";55;NA;NA;"0.3";"12.1";-5;-1;5;1;FALSE;2;1,1;"1.7";1327;1502;41;3;0;0;0;0;68;2;"3.1";"2.0";"2.0";FALSE;1620;5;1;10;17;0;0;3;1;0;11;0;4;3;2017-11-16;"Liban Abdi";"Angrep";"FKH"
64;"89368.jpg";"Gytkjær";3376;"a";89368;"Frederik";"Gytkjær";9;"";70;NA;NA;"0.1";"7.6";-5;-1;5;1;FALSE;0;9,9;"1.0";8579;6401;17;1;0;0;0;0;53;1;"2.3";"1.0";"1.0";FALSE;1083;4;1;3;16;0;0;2;0;0;3;0;4;3;2017-11-16;"Frederik Gytkjær";"Angrep";"FKH"
65;"224084.jpg";"Shuaibu";3376;"a";224084;"Ibrahim";"Shuaibu";17;"";47;NA;NA;"0.4";"16.6";-3;0;3;0;FALSE;1;6,7;"1.7";8848;11109;57;10;0;0;0;0;78;1;"2.8";"2.0";"2.0";FALSE;1918;6;2;10;28;0;0;2;0;0;3;0;4;3;2017-11-16;"Ibrahim Shuaibu";"Angrep";"FKH"
66;"224097.jpg";"Krygard";3376;"u";224097;"Kevin Martin";"Krygard";NA;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,3;"0.0";235;4;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;3;2017-11-16;"Kevin Martin Krygard";"Angrep";"FKH"
67;"247409.jpg";"Buduson";3376;"u";247409;"Johnny";"Buduson";20;"Utlånt til Fredrikstad";48;0;0;"0.0";"3.5";-2;0;2;0;FALSE;0;0,2;"0.0";185;78;1;0;0;0;0;0;17;0;"1.3";"0.0";"0.0";FALSE;157;0;1;0;5;0;0;0;0;0;0;0;4;3;2017-11-16;"Johnny Buduson";"Angrep";"FKH"
68;"247408.jpg";"Leite";3376;"a";247408;"Bruno";"Leite";16;"";53;NA;NA;"0.1";"11.7";-7;-1;7;1;FALSE;0;0,9;"0.7";955;1082;19;0;0;0;0;0;63;2;"3.0";"1.0";"1.0";FALSE;1733;0;1;9;18;0;0;1;0;0;13;0;3;3;2017-11-16;"Bruno Leite";"Midtbane";"FKH"
69;"113563.jpg";"McDermott";3835;"a";113563;"Sean";"McDermott";1;"";42;NA;NA;"0.9";"21.0";2;0;-2;0;FALSE;3;17,5;"3.7";3129;5696;13;69;0;0;0;0;88;6;"3.3";"4.0";"4.0";FALSE;2430;0;0;6;37;1;0;2;0;63;9;1;1;4;2017-11-16;"Sean McDermott";"Keeper";"KBK"
70;"81858.jpg";"Månsson";3835;"i";81858;"Conny";"Månsson";23;"Kne - Skadet ut sesongen";43;NA;NA;"0.0";"0.0";-2;0;2;0;FALSE;0;0,4;"0.0";236;11;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;90;0;0;0;5;0;0;0;0;2;0;0;1;4;2017-11-16;"Conny Månsson";"Keeper";"KBK"
71;"91120.jpg";"Aasbak";3835;"a";91120;"Christofer";"Aasbak";3;"";43;NA;NA;"0.9";"18.1";-2;0;2;0;FALSE;3;1,9;"4.0";736;881;5;55;0;0;0;0;78;9;"3.3";"4.0";"4.0";FALSE;2068;1;5;5;32;0;0;1;0;0;3;0;2;4;2017-11-16;"Christofer Aasbak";"Forsvar";"KBK"
72;"95512.jpg";"Dan Ulvestad";3835;"a";95512;"Dan Peter";"Ulvestad";5;"";47;NA;NA;"0.9";"14.7";-3;0;3;0;FALSE;1;1,7;"4.0";583;289;1;8;0;0;0;0;69;6;"2.7";"4.0";"4.0";FALSE;2178;0;0;5;35;0;0;0;0;0;15;2;2;4;2017-11-16;"Dan Peter Ulvestad";"Forsvar";"KBK"
73;"156434.jpg";"Coly";3835;"a";156434;"Aliou";"Coly";99;"";40;NA;NA;"0.6";"12.0";-5;0;5;0;FALSE;0;2,1;"2.3";1637;403;3;5;0;0;0;0;48;6;"2.2";"2.0";"2.0";FALSE;1803;0;1;5;33;0;0;2;1;0;1;0;2;4;2017-11-16;"Aliou Coly";"Forsvar";"KBK"
74;"245729.jpg";"Sivertsen";3835;"a";245729;"Erlend";"Sivertsen";15;"";43;NA;NA;"0.0";"0.0";-2;0;2;0;FALSE;0;0,1;"0.0";60;5;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2017-11-16;"Erlend Sivertsen";"Forsvar";"KBK"
75;"159994.jpg";"Gjesdal";3835;"a";159994;"Henrik ";"Gjesdal";25;"";42;NA;NA;"0.2";"3.3";-3;0;3;0;FALSE;0;0,4;"0.7";239;59;1;0;0;0;0;0;14;0;"1.8";"1.0";"1.0";FALSE;575;0;0;1;12;0;0;0;0;0;0;0;2;4;2017-11-16;"Henrik  Gjesdal";"Forsvar";"KBK"
76;"245731.jpg";"Bjerkås";3835;"a";245731;"Joakim";"Bjerkås";2;"";38;NA;NA;"0.0";"2.9";-2;0;2;0;FALSE;0;1,6;"0.0";711;258;2;0;0;0;0;0;11;0;"1.4";"0.0";"0.0";FALSE;616;0;0;0;9;0;0;2;0;0;1;0;2;4;2017-11-16;"Joakim Bjerkås";"Forsvar";"KBK"
77;"245735.jpg";"Nerland";3835;"u";245735;"Olav";"Mahle Nerland";49;"Utilgjengelig";40;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,5;"0.0";355;1;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2017-11-16;"Olav Mahle Nerland";"Forsvar";"KBK"
78;"245733.jpg";"Hopmark";3835;"a";245733;"Andreas";"Hopmark";19;"";44;NA;NA;"0.7";"13.4";-1;0;1;0;FALSE;0;0,4;"3.3";180;144;0;0;0;0;0;0;59;7;"2.4";"3.0";"3.0";FALSE;2065;0;0;6;33;0;0;2;0;0;2;0;2;4;2017-11-16;"Andreas Hopmark";"Forsvar";"KBK"
79;"63900.jpg";"Torske";3835;"a";63900;"Tor Erik";"Torske";6;"";45;NA;NA;"0.0";"0.9";-5;0;5;0;FALSE;0;0,4;"0.0";312;7;0;0;0;0;0;0;4;0;"1.0";"0.0";"0.0";FALSE;39;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-11-16;"Tor Erik Torske";"Midtbane";"KBK"
80;"66338.jpg";"Kalludra";3835;"a";66338;"Liridon";"Kalludra";9;"";57;NA;NA;"0.2";"11.8";-3;0;3;0;FALSE;1;0,8;"1.0";615;285;3;0;0;0;0;0;67;3;"3.2";"1.0";"1.0";FALSE;1523;1;6;6;22;0;0;2;0;0;3;0;3;4;2017-11-16;"Liridon Kalludra";"Midtbane";"KBK"
81;"92072.jpg";"Qaka";3835;"u";92072;"Kamer";"Qaka";92;"Terminert kontrakt";56;0;0;"0.0";"3.8";-4;0;4;0;FALSE;0;2,5;"0.0";2722;517;0;0;0;0;0;0;21;0;"2.3";"0.0";"0.0";FALSE;685;0;0;3;11;0;0;3;0;0;5;0;3;4;2017-11-16;"Kamer Qaka";"Midtbane";"KBK"
82;"95511.jpg";"Økland";3835;"a";95511;"Sverre";"Økland";10;"";53;NA;NA;"0.0";"6.2";-2;0;2;0;FALSE;1;0,6;"0.0";508;239;0;0;0;0;0;0;33;0;"2.8";"0.0";"0.0";FALSE;1037;1;0;1;21;0;0;0;0;0;3;0;3;4;2017-11-16;"Sverre Økland";"Midtbane";"KBK"
83;"95569.jpg";"Ulvestad";3835;"a";95569;"Pål Erik";"Ulvestad";8;"";47;NA;NA;"0.5";"8.1";-3;0;3;0;FALSE;0;0,5;"2.3";414;44;1;0;0;0;0;0;38;3;"1.7";"2.0";"2.0";FALSE;1400;0;0;2;23;0;0;3;0;0;2;0;3;4;2017-11-16;"Pål Erik Ulvestad";"Midtbane";"KBK"
84;"245730.jpg";"Sørli";3835;"a";245730;"Sondre";"Sørli";24;"";42;NA;NA;"0.2";"9.5";-3;0;3;0;FALSE;0;1,9;"0.7";1445;1024;10;6;0;0;0;0;40;1;"1.9";"1.0";"1.0";FALSE;956;2;1;0;19;0;0;3;0;0;0;0;3;4;2017-11-16;"Sondre Sørli";"Midtbane";"KBK"
85;"245732.jpg";"Rodsand";3835;"a";245732;"Andreas";"Rodsand";21;"";49;0;0;"0.0";"0.2";-1;0;1;0;FALSE;0;0;"0.0";39;2;0;0;0;0;0;0;1;0;"1.0";"0.0";"0.0";FALSE;9;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-11-16;"Andreas Rodsand";"Midtbane";"KBK"
86;"245734.jpg";"Koksvik";3835;"u";245734;"Sigur";"Koksvik";34;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,1;"0.0";141;2;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-11-16;"Sigur Koksvik";"Midtbane";"KBK"
87;"245738.jpg";"Isaksen";3835;"a";245738;"Jesper";"Isaksen";50;"";42;NA;NA;"0.0";"0.2";-3;0;3;0;FALSE;0;0,3;"0.0";120;35;0;0;0;0;0;0;1;0;"1.0";"0.0";"0.0";FALSE;2;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-11-16;"Jesper Isaksen";"Midtbane";"KBK"
88;"41319.jpg";"Lekaj";3835;"u";41319;"Rocky";"Lekaj";7;"Utlånt til Fredrikstad";54;0;0;"0.0";"0.4";-6;0;6;0;FALSE;0;0,6;"0.0";853;19;1;0;0;0;0;0;2;0;"1.0";"0.0";"0.0";FALSE;21;0;0;0;1;0;0;0;0;0;0;0;4;4;2017-11-16;"Rocky Lekaj";"Angrep";"KBK"
89;"206554.jpg";"Mendy";3835;"a";206554;"Jean Alassane";"Mendy";18;"";52;NA;NA;"0.1";"15.4";-3;0;3;0;FALSE;2;2,2;"0.3";2585;2713;36;26;0;0;0;0;80;0;"3.6";"0.0";"0.0";FALSE;1347;9;0;4;25;0;0;0;0;0;8;0;4;4;2017-11-16;"Jean Alassane Mendy";"Angrep";"KBK"
90;"245736.jpg";"Bamba";3835;"a";245736;"Daouda";"Bamba";11;"";62;NA;NA;"1.1";"10.8";-3;0;3;0;FALSE;2;1,7;"7.0";3168;439;3;118;0;0;0;0;67;8;"3.4";"7.0";"7.0";FALSE;1236;5;4;3;18;0;0;4;0;0;6;0;4;4;2017-11-16;"Daouda Bamba";"Angrep";"KBK"
91;"245737.jpg";"Rønningen";3835;"a";245737;"Jonas";"Rønningen";16;"";54;NA;NA;"0.2";"12.8";-1;0;1;0;FALSE;0;0,3;"1.3";108;110;2;2;0;0;0;0;69;1;"2.7";"1.0";"1.0";FALSE;1530;2;6;2;31;0;0;0;0;0;1;0;4;4;2017-11-16;"Jonas Rønningen";"Angrep";"KBK"
92;"245739.jpg";"Bruseth";3835;"u";245739;"Adne";"Bruseth";48;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,3;"0.0";325;3;0;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;4;2017-11-16;"Adne Bruseth";"Angrep";"KBK"
